assay	trim	split_seed	model	scope	pearson	spearman	n
pGL4	185	split_seed0	kmer_elasticnet_mean_ens	overall	0.6419274183814825	0.4278074390881468	242.0
pGL4	185	split_seed0	kmer_elasticnet_mean_ens	overall_non_excluded	0.6419274183814825	0.4278074390881468	242.0
pGL4	185	split_seed0	kmer_elasticnet_mean_ens	by_prefix			
pGL4	185	split_seed0	kmer_mean_ens	overall	0.6458124205467946	0.4280563767635519	242.0
pGL4	185	split_seed0	kmer_mean_ens	overall_non_excluded	0.6458124205467946	0.4280563767635519	242.0
pGL4	185	split_seed0	kmer_mean_ens	by_prefix			
pGL4	185	split_seed0	onehot_ridge_mean_ens	overall	0.19242122920567364	0.09934433711255856	242.0
pGL4	185	split_seed0	onehot_ridge_mean_ens	overall_non_excluded	0.19242122920567364	0.09934433711255856	242.0
pGL4	185	split_seed0	onehot_ridge_mean_ens	by_prefix			
pGL4	185	split_seed1	cnn_mean_ens	overall	0.6887931004134301	0.49841312916815683	242.0
pGL4	185	split_seed1	cnn_mean_ens	overall_non_excluded	0.6887931004134301	0.49841312916815683	242.0
pGL4	185	split_seed1	cnn_mean_ens	by_prefix			
pGL4	185	split_seed1	kmer_elasticnet_mean_ens	overall	0.6117513498923525	0.36757952929238297	242.0
pGL4	185	split_seed1	kmer_elasticnet_mean_ens	overall_non_excluded	0.6117513498923525	0.36757952929238297	242.0
pGL4	185	split_seed1	kmer_elasticnet_mean_ens	by_prefix			
pGL4	185	split_seed1	kmer_mean_ens	overall	0.6273278325902724	0.37129369398529755	242.0
pGL4	185	split_seed1	kmer_mean_ens	overall_non_excluded	0.6273278325902724	0.37129369398529755	242.0
pGL4	185	split_seed1	kmer_mean_ens	by_prefix			
pGL4	185	split_seed1	onehot_ridge_mean_ens	overall	0.23775963707660877	0.1819369159309811	242.0
pGL4	185	split_seed1	onehot_ridge_mean_ens	overall_non_excluded	0.23775963707660877	0.1819369159309811	242.0
pGL4	185	split_seed1	onehot_ridge_mean_ens	by_prefix			
pGL4	185	split_seed2	cnn_mean_ens	overall	0.6786994441285363	0.5099254267340757	242.0
pGL4	185	split_seed2	cnn_mean_ens	overall_non_excluded	0.6786994441285363	0.5099254267340757	242.0
pGL4	185	split_seed2	cnn_mean_ens	by_prefix			
pGL4	185	split_seed2	kmer_elasticnet_mean_ens	overall	0.5636865641369908	0.3052679686347944	242.0
pGL4	185	split_seed2	kmer_elasticnet_mean_ens	overall_non_excluded	0.5636865641369908	0.3052679686347944	242.0
pGL4	185	split_seed2	kmer_elasticnet_mean_ens	by_prefix			
pGL4	185	split_seed2	kmer_mean_ens	overall	0.5912849105509622	0.3171250946481424	242.0
pGL4	185	split_seed2	kmer_mean_ens	overall_non_excluded	0.5912849105509622	0.3171250946481424	242.0
pGL4	185	split_seed2	kmer_mean_ens	by_prefix			
pGL4	185	split_seed2	onehot_ridge_mean_ens	overall	0.275554781852178	0.20862521562408223	242.0
pGL4	185	split_seed2	onehot_ridge_mean_ens	overall_non_excluded	0.275554781852178	0.20862521562408223	242.0
pGL4	185	split_seed2	onehot_ridge_mean_ens	by_prefix			
pGL4	185	split_seed3	cnn_mean_ens	overall	0.7571421635765934	0.5927616244564469	242.0
pGL4	185	split_seed3	cnn_mean_ens	overall_non_excluded	0.7571421635765934	0.5927616244564469	242.0
pGL4	185	split_seed3	cnn_mean_ens	by_prefix			
pGL4	185	split_seed3	kmer_elasticnet_mean_ens	overall	0.6520713029052417	0.44867784586763115	242.0
pGL4	185	split_seed3	kmer_elasticnet_mean_ens	overall_non_excluded	0.6520713029052417	0.44867784586763115	242.0
pGL4	185	split_seed3	kmer_elasticnet_mean_ens	by_prefix			
pGL4	185	split_seed3	kmer_mean_ens	overall	0.6571160476801577	0.4345527406352625	242.0
pGL4	185	split_seed3	kmer_mean_ens	overall_non_excluded	0.6571160476801577	0.4345527406352625	242.0
pGL4	185	split_seed3	kmer_mean_ens	by_prefix			
pGL4	185	split_seed3	onehot_ridge_mean_ens	overall	0.22434984221885398	0.1326313681571887	242.0
pGL4	185	split_seed3	onehot_ridge_mean_ens	overall_non_excluded	0.22434984221885398	0.1326313681571887	242.0
pGL4	185	split_seed3	onehot_ridge_mean_ens	by_prefix			
pGL4	185	split_seed4	cnn_mean_ens	overall	0.7347258506252712	0.5643797583361146	242.0
pGL4	185	split_seed4	cnn_mean_ens	overall_non_excluded	0.7347258506252712	0.5643797583361146	242.0
pGL4	185	split_seed4	cnn_mean_ens	by_prefix			
pGL4	185	split_seed4	kmer_elasticnet_mean_ens	overall	0.6294499142822663	0.399829130679188	242.0
pGL4	185	split_seed4	kmer_elasticnet_mean_ens	overall_non_excluded	0.6294499142822663	0.399829130679188	242.0
pGL4	185	split_seed4	kmer_elasticnet_mean_ens	by_prefix			
pGL4	185	split_seed4	kmer_mean_ens	overall	0.6395510886734503	0.40459154146072207	242.0
pGL4	185	split_seed4	kmer_mean_ens	overall_non_excluded	0.6395510886734503	0.40459154146072207	242.0
pGL4	185	split_seed4	kmer_mean_ens	by_prefix			
pGL4	185	split_seed4	onehot_ridge_mean_ens	overall	0.23189356019460788	0.1423973101206714	242.0
pGL4	185	split_seed4	onehot_ridge_mean_ens	overall_non_excluded	0.23189356019460788	0.1423973101206714	242.0
pGL4	185	split_seed4	onehot_ridge_mean_ens	by_prefix			
